TYPE_MOUVEMENT;CODE_ARTICLE;MAIN_EAN;CODE_PRODUCT;SHORT_LABEL;LONG_LABEL;CODE_SEASON;CODE_SUPPLIER;CODE_FAMILY;CODE_NGP;CODE_COLOR;CODE_SIZE;PRIMARY_TYPE_TAG;SECONDARY_TYPE_TAG;SELLING_PRICE;BUYING_PRICE;URL_PICTURE;TRACEABILITY_MODE;SUPPLIER_REF;END_PRODUCT;QUANTITY;UNIT;FIDELITY_PRICE;USERFIELD_1;USERFIELD_2;USERFIELD_3;USERFIELD_4;USERFIELD_5;CODE_BRAND;PRICE_COMPARISON_UNIT;PRICE_COMPARISON_DIVIDER;RANK
M;[7616185499343][SAK28AA0026041651];2006774527901;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041651;;;;
M;[7616185499343][SAK28AA0026041707];2006184584204;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041707;;;;
M;[7616185499343][SAK28AA0026041717];2008505515409;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041717;;;;
M;[7616185499343][SAK28AA0026041739];2002118814805;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041739;;;;
M;[7616185499343][SAK28AA0026041755];2006275706607;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041755;;;;
M;[7616185499343][SAK28AA0026041763];2009887989901;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041763;;;;
M;[7616185499343][SAK28AA0026041769];2008938468402;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041769;;;;
M;[7616185499343][SAK28AA0026041770];2002825320002;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041770;;;;
M;[7616185499343][SAK28AA0026041773];2000792447906;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041773;;;;
M;[7616185499343][SAK28AA0026041786];2002636816800;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041786;;;;
M;[7616185499343][SAK28AA0026041792];2009248421507;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041792;;;;
M;[7616185499343][SAK28AA0026041803];2007207651101;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041803;;;;
M;[7616185499343][SAK28AA0026041804];2000879182508;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041804;;;;
M;[7616185499343][SAK28AA0026041806];2001673481507;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041806;;;;
M;[7616185499343][SAK28AA0026041811];2006621201107;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041811;;;;
M;[7616185499343][SAK28AA0026041825];2000573434507;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041825;;;;
M;[7616185499343][SAK28AA0026041883];2004563710107;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041883;;;;
M;[7616185499343][SAK28AA0026041886];2009973503400;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041886;;;;
M;[7616185499343][SAK28AA0026041891];2000834151907;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041891;;;;
M;[7616185499343][SAK28AA0026041899];2005819837401;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041899;;;;
M;[7616185499343][SAK28AA0026041901];2008284758806;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041901;;;;
M;[7616185499343][SAK28AA0026042180];2003347535905;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042180;;;;
M;[7616185499343][SAK28AA0026042229];2003091494107;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042229;;;;
M;[7616185499343][SAK28AA0026042247];2008040761408;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042247;;;;
M;[7616185499343][SAK28AA0026042535];2000780493106;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042535;;;;
M;[7616185499343][SAK28AA0026042544];2002531336007;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042544;;;;
M;[7616185499343][SAK28AA0026042586];2002596748708;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042586;;;;
M;[7616185499343][SAK28AA0026042588];2006219241201;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042588;;;;
M;[7616185499343][SAK28AA0026042593];2007964153207;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042593;;;;
M;[7616185499343][SAK28AA0026042603];2001006832907;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042603;;;;
M;[7616185499343][SAK28AA0026042670];2001150062106;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042670;;;;
M;[7616185499343][SAK28AA0026042707];2004775023606;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042707;;;;
M;[7616185499343][SAK28AA0026043040];2007164171100;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026043040;;;;
